"parent_id","parent_text","child_id","child_text"
3456,best home security camera system consumer reports,3459,what is the best security camera for outside
3456,best home security camera system consumer reports,3460,how do i choose a security camera
3456,best home security camera system consumer reports,3461,do you need wifi for home security cameras
3584,best home security camera system consumer reports,3603,best outdoor home security camera system consumer reports
3584,best home security camera system consumer reports,3585,best home security camera system consumer reports 2018
3584,best home security camera system consumer reports,3591,best home security camera system consumer reports 2017
3584,best home security camera system consumer reports,3615,best home security camera system reviews
3584,best home security camera system consumer reports,3627,best business security camera system consumer reports
3584,best home security camera system consumer reports,3597,best home security camera system consumer reports 2019
3584,best home security camera system consumer reports,3609,best outdoor security camera system
3584,best home security camera system consumer reports,3621,best wired home security camera system consumer reports
3707,best home security camera system consumer reports,3709,what is the best wireless outdoor security camera
3707,best home security camera system consumer reports,3710,which wireless security system is the best for home
3707,best home security camera system consumer reports,3711,what is the best surveillance camera system
3707,best home security camera system consumer reports,3712,do wireless security cameras work well
3707,best home security camera system consumer reports,3708,what is the best surveillance cameras wireless
3738,best home security camera system consumer reports,3740,what is the best indoor home security camera
3738,best home security camera system consumer reports,3739,indoor home security cameras
3738,best home security camera system consumer reports,3741,what is the best security camera for outside
3738,best home security camera system consumer reports,3742,are home security cameras safe
3738,best home security camera system consumer reports,3743,do you need wifi for home security cameras
3791,best home security camera system consumer reports,3794,what are the best home cctv systems
